# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
sequence	sha	parents	author_date	commit_date	kind	subject	workstream	issue	related_workstreams	files	db_files	api_files	ui_files	patch_id	reverse_check	same_subject_europa	same_subject_upstream	equivalent_upstream	dependencies	pretriage	decision	europa_sha	pr	validation	reviewed_europa_sha	source_url	notes
216	8148c532e06f72116a19e94aaa51fcca7eb135b6	424f0dfdf5d6126485339a3a2470e7f16136dfa2	2026-07-22T12:09:21-03:00	2026-07-22T12:09:21-03:00	commit	Ignore projectid=-1 on Quota summary (#13658)	S4	#992		plugins/database/quota/src/main/java/org/apache/cloudstack/api/command/QuotaSummaryCmd.java				716ebaa9f13f7508b41763ac04f2541a6d3d6cd2	FAIL					Source Review Required	Applied	551a19f7caecb817c48eca0e9f3754d433aac241	https://github.com/ablecloud-team/ablestack-cloud/pull/1016	Final local/Actions Java and UI; actual JDBC full-baseline upgrade/fresh/partial failure/concurrent retry; runtime reservation and Quota fixtures. See s4-verification.ko.md and s4-local-tests.tsv.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/8148c532e06f72116a19e94aaa51fcca7eb135b6	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S4 final: Upstream patch applied; final callers and data/API contracts verified in full regression.; source-specific application SHA in s4-review.tsv.
217	3b53e8c4cb5353613cf4fb885d8cc2a515d8e93b	8148c532e06f72116a19e94aaa51fcca7eb135b6	2026-07-22T20:42:50+05:30	2026-07-22T12:12:50-03:00	commit	Don't set compressionstatus and validationstatus in backupVO and backupsResponse for non-kboss providers (#13661)	S5B	#994	S7	engine/schema/src/main/java/org/apache/cloudstack/backup/BackupVO.java;plugins/backup/kboss/src/main/java/org/apache/cloudstack/backup/KbossBackupProvider.java;server/src/main/java/org/apache/cloudstack/backup/BackupManagerImpl.java;ui/src/components/view/ListView.vue;ui/src/views/AutogenView.vue;ui/src/views/compute/InstanceTab.vue			ui/src/components/view/ListView.vue;ui/src/views/AutogenView.vue;ui/src/views/compute/InstanceTab.vue	296780991a1dc203f0b1a3ac579b8d0eb84845d6	FAIL				66132f83eaec000e3cb0ca94539aaa93bd6ba2bc	Source Review Required	Adapted	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/apache/cloudstack/commit/3b53e8c4cb5353613cf4fb885d8cc2a515d8e93b	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5B final review: Limit KBOSS-only backup status fields and retain Europa EXTERNAL schedule handling for NetBackup.
218	f4c0c312f6b1d314009d8fd177fdf69d7e54ba04	17e5947a6d2cea3ced8d892e13d04b4e838f8d8e	2026-07-14T20:48:52-03:00	2026-07-14T20:48:52-03:00	commit	ConfigureStorageAccessCmd: Allow storage access configuration on empt… (#578) (#13551)	S5B	#994		server/src/main/java/com/cloud/resource/ResourceManagerImpl.java;server/src/test/java/com/cloud/resource/ResourceManagerImplTest.java				9d3b24b1f65147d175c7a4311fa048fdc608bf61	FAIL					Source Review Required	Applied	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/apache/cloudstack/commit/f4c0c312f6b1d314009d8fd177fdf69d7e54ba04	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5B final review: Configure datastore when no cluster exists using the appropriate scope; preserve scope validation.
219	0339f31fb5e94727a32aaeb1fdeb3c333ee5fd83	f4c0c312f6b1d314009d8fd177fdf69d7e54ba04	2026-07-22T17:08:13+02:00	2026-07-22T12:08:13-03:00	commit	UI: fix blank page when list Other OSes in VNF appliance deployment (#13620)	S6	#997	S7	ui/src/views/compute/DeployVnfAppliance.vue			ui/src/views/compute/DeployVnfAppliance.vue	15d8b09fdf38cc4855e8e4d3630de665c25fec82	FAIL					Source Review Required	Applied	8f1cc2eb860dd8d54e364470aa2efacae94777e5	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	s6-verification.ko.md	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/apache/cloudstack/commit/0339f31fb5e94727a32aaeb1fdeb3c333ee5fd83	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S6: Source change applied; related API/manager/provider tests and full reactor regression reviewed.
220	e1cf0f335a7f2e4b6cd71c3147ef64bcd89d486e	3b53e8c4cb5353613cf4fb885d8cc2a515d8e93b;0339f31fb5e94727a32aaeb1fdeb3c333ee5fd83	2026-07-22T12:21:40-03:00	2026-07-22T12:21:40-03:00	merge	Merge branch 4.22 to main	S2	#990	S7,S6	server/src/main/java/com/cloud/resource/ResourceManagerImpl.java;server/src/test/java/com/cloud/resource/ResourceManagerImplTest.java;ui/src/views/compute/DeployVnfAppliance.vue			ui/src/views/compute/DeployVnfAppliance.vue							Merge Resolution Review	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	s6-merge-review.tsv; s6-verification.ko.md	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/apache/cloudstack/commit/e1cf0f335a7f2e4b6cd71c3147ef64bcd89d486e	remerge 차이 없음. 부모 VNF UI 수정 등은 별도 추적. | S2 review: 19-merge coverage retained in merges.tsv. Independent remerge hunks and in-scope side commits require feature-owner validation; no merge is silently excluded or considered applied. | S6: Empty remerge; VNF Other OS blank handling now applied, other side source resolved in earlier batch.
221	4f117071c9397b1e4714c8fb61c384883c872842	e1cf0f335a7f2e4b6cd71c3147ef64bcd89d486e	2026-07-24T23:30:19-03:00	2026-07-24T23:30:19-03:00	commit	KBOSS - Remove backup chain separation (#13680)	S5B	#994	S4	api/src/main/java/org/apache/cloudstack/backup/BackupProvider.java;api/src/main/java/org/apache/cloudstack/backup/InternalBackupProvider.java;core/src/main/java/org/apache/cloudstack/backup/CleanupKbossBackupErrorAnswer.java;core/src/main/java/org/apache/cloudstack/backup/CleanupKbossBackupErrorCommand.java;core/src/main/java/org/apache/cloudstack/storage/to/KbossTO.java;core/src/main/java/org/apache/cloudstack/storage/to/VolumeObjectTO.java;engine/schema/src/main/java/org/apache/cloudstack/backup/InternalBackupJoinVO.java;engine/schema/src/main/java/org/apache/cloudstack/backup/dao/InternalBackupJoinDao.java;engine/schema/src/main/java/org/apache/cloudstack/backup/dao/InternalBackupJoinDaoImpl.java;engine/schema/src/main/java/org/apache/cloudstack/backup/dao/InternalBackupStoragePoolDao.java;engine/schema/src/main/java/org/apache/cloudstack/backup/dao/InternalBackupStoragePoolDaoImpl.java;engine/schema/src/main/resources/META-INF/db/views/cloud.internal_backup_view.sql;engine/storage/snapshot/src/main/java/org/apache/cloudstack/storage/vmsnapshot/KvmFileBasedStorageVmSnapshotStrategy.java;plugins/backup/dummy/src/main/java/org/apache/cloudstack/backup/DummyBackupProvider.java;plugins/backup/kboss/src/main/java/org/apache/cloudstack/backup/KbossBackupProvider.java;plugins/backup/kboss/src/test/java/org/apache/cloudstack/backup/KbossBackupProviderTest.java;plugins/backup/nas/src/main/java/org/apache/cloudstack/backup/NASBackupProvider.java;plugins/backup/nas/src/test/java/org/apache/cloudstack/backup/NASBackupProviderTest.java;plugins/backup/networker/src/main/java/org/apache/cloudstack/backup/NetworkerBackupProvider.java;plugins/backup/veeam/src/main/java/org/apache/cloudstack/backup/VeeamBackupProvider.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtCleanupKbossVmBackupCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtRevertSnapshotCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtTakeKbossBackupCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/storage/KVMStorageProcessor.java;plugins/hypervisors/kvm/src/test/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirTakeKbossBackupCommandWrapperTest.java;server/src/main/java/org/apache/cloudstack/backup/BackupManagerImpl.java;server/src/main/java/org/apache/cloudstack/backup/InternalBackupServiceImpl.java;server/src/test/java/org/apache/cloudstack/backup/BackupManagerTest.java;server/src/test/java/org/apache/cloudstack/backup/InternalBackupServiceImplTest.java	engine/schema/src/main/resources/META-INF/db/views/cloud.internal_backup_view.sql	api/src/main/java/org/apache/cloudstack/backup/BackupProvider.java;api/src/main/java/org/apache/cloudstack/backup/InternalBackupProvider.java		073a2c49c1d4527611c92fa9af91ffaf00cdcc88	FAIL				66132f83eaec000e3cb0ca94539aaa93bd6ba2bc	Source Review Required	Adapted	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/apache/cloudstack/commit/4f117071c9397b1e4714c8fb61c384883c872842	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요. | S5B final review: Apply KBOSS chain simplification, but keep Europa schedule ID in the canonical four-argument provider call and legacy forwarding overloads.
222	8a42d17cf26ed9099543bf71edcfb1fff8fc9f88	4f117071c9397b1e4714c8fb61c384883c872842	2026-08-06T04:58:48-04:00	2026-08-06T10:58:48+02:00	commit	CLVM/ISO: Ensure volume is created on the same host as the VM being deployed on (#13748)	S5B	#994		engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/VolumeOrchestrator.java				c9125efe2809347a0690363b7a70a9920dcad6c2	FAIL				ce9793c0bef6e33034a1c23bbbca95d7adcccbd7	Source Review Required	Applied	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/apache/cloudstack/commit/8a42d17cf26ed9099543bf71edcfb1fff8fc9f88	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5B final review: Keep CLVM ISO attachment on the selected/same host and preserve primary ISO plus multi-ISO slots.
223	5a67f1930ccbd2f568c07df53f9a6981ad72f629	8a42d17cf26ed9099543bf71edcfb1fff8fc9f88	2026-08-06T12:29:40+02:00	2026-08-06T12:29:40+02:00	commit	Update tools/build/build_asf.sh (#13812)	S2	#990		tools/build/build_asf.sh				354a075fb588870c3c89db393e04cf4caa92b5e1	FAIL					Source Review Required	Excluded		https://github.com/ablecloud-team/ablestack-cloud/pull/1002	S2 current-source review at d415cef44ef5b0008bd81288cd0ef1d280e8a028; PR #1002; s2-review.tsv and S2 verification report. Scope-only exclusion reviewed against changed paths; no runtime behavior imported.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/5a67f1930ccbd2f568c07df53f9a6981ad72f629	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: ASF source-release helper snapshot substitutions for s390x/OVM; Europa official artifacts use the Rocky Actions workflow and release stamping in #999.
224	dd3427d91401f820ba5746403696a6146ab42328	5a67f1930ccbd2f568c07df53f9a6981ad72f629	2026-08-06T22:12:00+02:00	2026-08-06T22:12:00+02:00	commit	UI: fix cannot update physical network (#13810)	S6	#997	S7	ui/src/config/section/infra/phynetworks.js			ui/src/config/section/infra/phynetworks.js	86de6ba53ac603fc9d3d089a810e3484b2126128	PASS					Reverse Patch Present Candidate	Applied	ccc361ca9373d55229d007b48b46887223515219	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	s6-verification.ko.md	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/apache/cloudstack/commit/dd3427d91401f820ba5746403696a6146ab42328	014895d8f3 clean tree reverse apply --check 성공; 기능 검증 미실행. | S6: Restore extensionenabledproviders after Network Extension introduction; source fix was already in baseline but is needed again after the feature pick.
225	cced071159f6284b92e20b3e5bd2329d4c0fdbc0	dd3427d91401f820ba5746403696a6146ab42328	2026-08-10T13:00:48+02:00	2026-08-10T13:00:48+02:00	commit	Add Dogface2k to the contributors list	S2	#990		.asf.yaml				6a931d125c89e353a8665e9a5cb70ffb99663a66	FAIL					Source Review Required	Excluded		https://github.com/ablecloud-team/ablestack-cloud/pull/1002	S2 current-source review at d415cef44ef5b0008bd81288cd0ef1d280e8a028; PR #1002; s2-review.tsv and S2 verification report. Scope-only exclusion reviewed against changed paths; no runtime behavior imported.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/cced071159f6284b92e20b3e5bd2329d4c0fdbc0	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: ASF collaborator/branch ruleset administration only; the file is not deployed or used by Europa build/RC artifacts. Europa repository permissions and branch policy are managed separately.
226	ebc5e64b70866d4e16309d92e139327760213022	cced071159f6284b92e20b3e5bd2329d4c0fdbc0	2026-08-11T20:58:23+10:00	2026-08-11T16:28:23+05:30	commit	[CI] Run `pre-commit autoupdate` to update the hooks (#12943)	S2	#990		.pre-commit-config.yaml				a4ee3600dae8e0af66f2eae20902f397524f49bf	FAIL					Source Review Required	Adapted	274a653f8ee24876bd40fe3a63cdaac3fae2f100	https://github.com/ablecloud-team/ablestack-cloud/pull/1002	Reviewed/tested head 0725e2c585b35b45d9e9e8f180f051d2022a59a6; merged 17287b59fe3dffccd64003e366c17e274a9b0b28; s2-verification.ko.md and s2-review.tsv. Backend https://github.com/ablecloud-team/ablestack-cloud/actions/runs/34459707761 (12265 tests, failures0/errors0/skipped17); Rocky9.8 https://github.com/ablecloud-team/ablestack-cloud/actions/runs/34459707809; row-specific scope: Five hook revisions updated; retain oxipng9.1.5 and markdownlint0.45.0 to avoid unrelated asset/style changes. Dedicated lint Python3.11 preserves product Python3.10. Final lint has the same14 failed hook categories as S1 and no new S2 path diagnostics; the complete lint job still FAILS.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/ebc5e64b70866d4e16309d92e139327760213022	Five hook revisions updated; retain oxipng9.1.5 and markdownlint0.45.0 to avoid unrelated asset/style changes. Dedicated lint Python3.11 preserves product Python3.10. Final lint has the same14 failed hook categories as S1 and no new S2 path diagnostics; the complete lint job still FAILS.
227	e2012133599af9e2866e1cd58cc3d70081710a46	ebc5e64b70866d4e16309d92e139327760213022	2026-08-11T22:59:53+02:00	2026-08-12T06:59:53+10:00	commit	markdown table format fixes (#13848)	S2	#990		framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/network/README.md;plugins/storage/volume/ontap/README.md				8ec86e299152ef83aa31e3e7d41ca3aa878bc9ea	FAIL					Source Review Required	Applied	51505e10746e773cf375312b2593603a898c9608	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	s6-verification.ko.md	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/apache/cloudstack/commit/e2012133599af9e2866e1cd58cc3d70081710a46	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: Network Extension and ONTAP documentation tables accompany the feature/provider integration; files are not a standalone build prerequisite. | S5B partial: ONTAP README table correction applied in f7e08019d1; Network Extension README depends on S6 source8996286a95ce and #997. Whole-source decision remains Pending; see s5b-dependencies.tsv. | S6: Network Extension README table corrected; ONTAP README counterpart already completed in S5B. Entire source reviewed.
228	1ceb1d0925593f2a95eb782df238dd2efd66e396	e2012133599af9e2866e1cd58cc3d70081710a46	2026-08-12T07:06:29+02:00	2026-08-12T15:06:29+10:00	commit	docs: fix broken star history chart by using a new provider (#13844)	S2	#990		README.md				c74a5e68d66ff1a6163b44454343d5283912fa9c	FAIL					Source Review Required	Excluded		https://github.com/ablecloud-team/ablestack-cloud/pull/1002	S2 current-source review at d415cef44ef5b0008bd81288cd0ef1d280e8a028; PR #1002; s2-review.tsv and S2 verification report. Scope-only exclusion reviewed against changed paths; no runtime behavior imported.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1ceb1d0925593f2a95eb782df238dd2efd66e396	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: Apache repository star-history provider image only; retain Europa branding and avoid introducing unrelated external telemetry.
229	659f675b059c1e5008deb3bb28793eadf377d687	1ceb1d0925593f2a95eb782df238dd2efd66e396	2026-08-13T02:43:57+10:00	2026-08-12T13:43:57-03:00	commit	README: add three more status buttons (#11650)	S2	#990		README.md				c9103ece1f098ca7faf23ee80723eeeff2653e3c	FAIL					Source Review Required	Excluded		https://github.com/ablecloud-team/ablestack-cloud/pull/1002	S2 current-source review at d415cef44ef5b0008bd81288cd0ef1d280e8a028; PR #1002; s2-review.tsv and S2 verification report. Scope-only exclusion reviewed against changed paths; no runtime behavior imported.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/659f675b059c1e5008deb3bb28793eadf377d687	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: Apache issue/documentation/website badges only; no Europa runtime or build behavior.
230	dbee809b639adb759f4acf1af563c66592149b24	659f675b059c1e5008deb3bb28793eadf377d687	2026-08-14T11:26:10+05:30	2026-08-14T07:56:10+02:00	commit	Rotate Copilot tokens for the gh-aw agentic workflows (#13525)	S2	#990		.github/COPILOT_TOKENS.md;.github/scripts/post-compile.sh;.github/workflows/copilot-token-health.yml;.github/workflows/daily-issue-triage.lock.yml;.github/workflows/daily-issue-triage.md;.github/workflows/daily-repo-status.lock.yml;.github/workflows/daily-repo-status.md;.github/workflows/weekly-repo-status.lock.yml;.github/workflows/weekly-repo-status.md				6aaa691cfc14d5e84d134796396c17c612ec49bd	FAIL					Source Review Required	Excluded		https://github.com/ablecloud-team/ablestack-cloud/pull/1002	S2 current-source review at d415cef44ef5b0008bd81288cd0ef1d280e8a028; PR #1002; s2-review.tsv and S2 verification report. Scope-only exclusion reviewed against changed paths; no runtime behavior imported.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/dbee809b639adb759f4acf1af563c66592149b24	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: Apache Copilot token rotation and gh-aw scheduled automation require Apache-specific credentials; no Europa source or artifact change.
231	1cd249160eca49c54917ac76bf165e3c1b9ec1df	dbee809b639adb759f4acf1af563c66592149b24	2026-08-15T13:12:37+02:00	2026-08-15T13:12:37+02:00	commit	Update sonar-check.yml to manage coverage comments (#13878)	S2	#990		.github/workflows/sonar-check.yml				448872c36230e166fe2ad8d80640d2dace654894	FAIL					Source Review Required	Excluded		https://github.com/ablecloud-team/ablestack-cloud/pull/1002	S2 current-source review at d415cef44ef5b0008bd81288cd0ef1d280e8a028; PR #1002; s2-review.tsv and S2 verification report. Scope-only exclusion reviewed against changed paths; no runtime behavior imported.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1cd249160eca49c54917ac76bf165e3c1b9ec1df	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S2 review: Apache Sonar coverage PR comments only; job explicitly requires github.repository == apache/cloudstack.
232	121d93164cbcbc273271905b5db72eaff895c690	1cd249160eca49c54917ac76bf165e3c1b9ec1df	2026-08-18T05:31:32+02:00	2026-08-18T00:31:32-03:00	commit	oauth: api: add missing version since (#13890)	S3	#991		plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/RegisterOAuthProviderCmd.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/UpdateOAuthProviderCmd.java				5badf471b87acc0f3d2bd9f57e7d085adcbcc86a	FAIL					Source Review Required	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	OAuth2 module 95 tests; real signed-token and request-flow fixtures; provider access tests; DB migration fixture; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/121d93164cbcbc273271905b5db72eaff895c690	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
233	64178ead02d18ec565ede449754bfad98799e857	121d93164cbcbc273271905b5db72eaff895c690	2026-08-18T08:39:29-03:00	2026-08-18T08:39:29-03:00	commit	Add missing project cleanups while deleting/moving user (#13817)	S3	#991	S4	api/src/main/java/com/cloud/projects/ProjectService.java;api/src/main/java/org/apache/cloudstack/api/command/admin/user/MoveUserCmd.java;api/src/main/java/org/apache/cloudstack/region/RegionService.java;engine/schema/src/main/java/com/cloud/projects/ProjectAccountVO.java;engine/schema/src/main/java/com/cloud/projects/ProjectInvitationVO.java;engine/schema/src/main/java/com/cloud/projects/dao/ProjectAccountDao.java;engine/schema/src/main/java/com/cloud/projects/dao/ProjectAccountDaoImpl.java;engine/schema/src/main/java/com/cloud/projects/dao/ProjectInvitationDao.java;engine/schema/src/main/java/com/cloud/projects/dao/ProjectInvitationDaoImpl.java;engine/schema/src/main/resources/META-INF/db/schema-42210to42300-cleanup.sql;plugins/user-authenticators/ldap/src/main/java/org/apache/cloudstack/ldap/LdapAuthenticator.java;server/src/main/java/com/cloud/projects/ProjectManager.java;server/src/main/java/com/cloud/projects/ProjectManagerImpl.java;server/src/main/java/com/cloud/user/AccountManager.java;server/src/main/java/com/cloud/user/AccountManagerImpl.java;server/src/main/java/org/apache/cloudstack/region/RegionManager.java;server/src/main/java/org/apache/cloudstack/region/RegionManagerImpl.java;server/src/main/java/org/apache/cloudstack/region/RegionServiceImpl.java;server/src/test/java/com/cloud/projects/MockProjectManagerImpl.java;server/src/test/java/com/cloud/projects/ProjectManagerImplTest.java;server/src/test/java/com/cloud/user/AccountManagerImplTest.java	engine/schema/src/main/resources/META-INF/db/schema-42210to42300-cleanup.sql	api/src/main/java/com/cloud/projects/ProjectService.java;api/src/main/java/org/apache/cloudstack/api/command/admin/user/MoveUserCmd.java;api/src/main/java/org/apache/cloudstack/region/RegionService.java		11725ccd759683b8071a01e59cf5871c652bbf5b	FAIL					Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	LDAP module regression and retained Europa response UUID contract; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/64178ead02d18ec565ede449754bfad98799e857	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요. S3 final review: adapted cleanup replacement preserving two-factor API import; initial/adapted commit and duplicate peer in s3-review.tsv.
234	cd801b8561580f5a867b5900b16597451abab133	64178ead02d18ec565ede449754bfad98799e857	2026-08-19T20:40:39+01:00	2026-08-19T16:40:39-03:00	commit	usage: widen usage_volume unique key to include vm_id (#13909)	S4	#992		engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql	engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql			5d2aeb31f4bcf6bed61f53fe382f66f8385c4bcd	FAIL					Source Review Required	Adapted	551a19f7caecb817c48eca0e9f3754d433aac241	https://github.com/ablecloud-team/ablestack-cloud/pull/1016	Final local/Actions Java and UI; actual JDBC full-baseline upgrade/fresh/partial failure/concurrent retry; runtime reservation and Quota fixtures. See s4-verification.ko.md and s4-local-tests.tsv.	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/cd801b8561580f5a867b5900b16597451abab133	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요. S4 final: Add only the usage_volume unique-key migration; preserve Europa schema and defer unrelated parent-context feature DDL to its workstreams; source-specific application SHA in s4-review.tsv.
235	2b78432edf3974ad24a1768d79e50aca81f46de7	cd801b8561580f5a867b5900b16597451abab133	2026-08-19T16:41:49-03:00	2026-08-19T16:41:49-03:00	commit	Revert `registerUserKeys` back to a synchronous API (#13896)	S3	#991	S7	api/src/main/java/org/apache/cloudstack/api/BaseAsyncCmd.java;api/src/main/java/org/apache/cloudstack/api/command/admin/user/DeleteUserKeysCmd.java;api/src/main/java/org/apache/cloudstack/api/command/admin/user/RegisterUserKeysCmd.java;server/src/main/java/com/cloud/user/AccountManagerImpl.java;ui/public/locales/en.json;ui/public/locales/pt_BR.json;ui/src/components/view/ApiKeyPairsTab.vue;ui/src/views/iam/GenerateApiKeyPair.vue		api/src/main/java/org/apache/cloudstack/api/BaseAsyncCmd.java;api/src/main/java/org/apache/cloudstack/api/command/admin/user/DeleteUserKeysCmd.java;api/src/main/java/org/apache/cloudstack/api/command/admin/user/RegisterUserKeysCmd.java	ui/public/locales/en.json;ui/public/locales/pt_BR.json;ui/src/components/view/ApiKeyPairsTab.vue;ui/src/views/iam/GenerateApiKeyPair.vue	a7ef64c5caa91743b599a93e94e1a7acc5b31656	FAIL				europa:1a367f0dd59b3d8475d8498f5cd98ee57949aadb	Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	AccountManagerImplTest; dynamic role checker; RegisterUserKeysCmdTest; actual HMAC authentication fixture; DB preservation; UI key creation; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/2b78432edf3974ad24a1768d79e50aca81f46de7	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: adapted locale preserving Europa strings; initial/adapted commit and duplicate peer in s3-review.tsv.
